"Date","Price","Open","High","Low","Vol.","Change %"
"06/29/2015","4,379.86","4,433.11","4,460.08","4,377.23","176.07M","-2.33%"
"06/26/2015","4,484.28","4,514.37","4,523.97","4,469.23","298.23M","-0.66%"
"06/25/2015","4,514.01","4,540.40","4,546.15","4,508.65","132.99M","-0.23%"
"06/24/2015","4,524.60","4,542.07","4,561.64","4,523.90","156.70M","-0.53%"
"06/23/2015","4,548.74","4,549.52","4,551.77","4,529.99","122.73M","0.10%"
"06/22/2015","4,544.04","4,541.85","4,557.98","4,534.76","132.20M","0.68%"
"06/19/2015","4,513.42","4,538.71","4,539.49","4,511.21","343.61M","-0.41%"
"06/18/2015","4,531.85","4,483.61","4,540.69","4,483.61","151.59M","1.41%"
"06/17/2015","4,468.98","4,465.18","4,482.27","4,441.34","140.68M","0.29%"
"06/16/2015","4,455.90","4,428.30","4,463.20","4,426.19","120.11M","0.52%"
"06/15/2015","4,432.92","4,416.14","4,437.97","4,396.13","154.36M","-0.47%"
"06/12/2015","4,453.79","4,467.38","4,476.21","4,449.21","128.06M","-0.77%"
"06/11/2015","4,488.47","4,498.48","4,511.32","4,483.84","146.85M","0.07%"
"06/10/2015","4,485.46","4,440.54","4,497.51","4,435.29","145.39M","1.31%"
"06/09/2015","4,427.61","4,421.02","4,441.62","4,392.45","142.74M","-0.09%"
"06/08/2015","4,431.52","4,476.69","4,477.83","4,423.80","141.68M","-1.02%"
"06/05/2015","4,477.19","4,483.43","4,493.43","4,452.32","137.71M","-0.22%"
"06/04/2015","4,487.03","4,501.73","4,526.21","4,475.05","151.45M","-0.73%"
"06/03/2015","4,519.86","4,531.04","4,539.35","4,512.44","131.10M","0.24%"
"06/02/2015","4,508.89","4,503.76","4,531.08","4,486.19","135.37M","-0.29%"
"06/01/2015","4,521.85","4,530.03","4,535.43","4,488.17","166.09M","0.30%"
"05/29/2015","4,508.25","4,532.15","4,539.57","4,499.65","211.76M","-0.60%"
"05/28/2015","4,535.66","4,537.48","4,548.24","4,523.55","144.73M","-0.23%"
"05/27/2015","4,546.06","4,488.05","4,551.52","4,479.74","159.72M","1.63%"
"05/26/2015","4,472.96","4,516.63","4,521.85","4,456.76","174.43M","-1.20%"
"05/22/2015","4,527.16","4,522.86","4,542.46","4,522.61","133.96M","-0.05%"
"05/21/2015","4,529.47","4,499.42","4,537.28","4,495.40","144.15M","0.54%"
"05/20/2015","4,505.30","4,505.59","4,533.92","4,484.52","155.39M","0.04%"
"05/19/2015","4,503.72","4,514.66","4,521.85","4,498.52","147.13M","-0.20%"
"05/18/2015","4,512.95","4,487.14","4,521.01","4,483.76","139.82M","0.42%"
"05/15/2015","4,494.29","4,505.39","4,509.13","4,482.55","180.85M","-0.02%"
"05/14/2015","4,495.04","4,461.07","4,496.25","4,448.38","157.34M","1.55%"
"05/13/2015","4,426.56","4,436.08","4,460.54","4,421.75","132.48M","0.13%"
"05/12/2015","4,420.65","4,412.82","4,441.40","4,380.52","148.17M","-0.41%"
"05/11/2015","4,438.64","4,457.62","4,468.75","4,437.53","138.99M","-0.45%"
"05/08/2015","4,458.65","4,444.99","4,466.17","4,441.73","165.76M","1.30%"
"05/07/2015","4,401.55","4,377.81","4,413.73","4,373.30","175.32M","0.50%"
"05/06/2015","4,379.75","4,420.30","4,429.96","4,349.93","179.11M","-0.67%"
"05/05/2015","4,409.39","4,464.21","4,472.23","4,407.27","166.50M","-1.63%"
"05/04/2015","4,482.61","4,491.19","4,510.47","4,480.85","141.00M","0.08%"
"05/01/2015","4,479.06","4,437.70","4,479.06","4,435.24","156.48M","1.47%"
"04/30/2015","4,414.25","4,459.23","4,480.36","4,395.10","202.80M","-1.65%"
"04/29/2015","4,488.15","4,490.57","4,517.01","4,463.98","163.81M","-0.60%"
"04/28/2015","4,515.27","4,529.41","4,537.15","4,479.01","183.14M","-0.22%"
"04/27/2015","4,525.03","4,548.51","4,562.33","4,516.33","210.82M","-0.26%"
"04/24/2015","4,536.78","4,529.73","4,543.64","4,517.88","204.32M","1.33%"
"04/23/2015","4,477.07","4,445.17","4,496.08","4,444.29","190.91M","0.36%"
"04/22/2015","4,460.81","4,448.58","4,466.84","4,419.35","146.87M","0.56%"
"04/21/2015","4,435.98","4,444.50","4,448.68","4,430.98","146.39M","0.42%"
"04/20/2015","4,417.40","4,373.65","4,423.88","4,373.09","146.09M","1.51%"
"04/17/2015","4,351.80","4,379.63","4,390.31","4,333.10","209.10M","-1.52%"
"04/16/2015","4,418.83","4,412.15","4,427.22","4,408.96","140.52M","-0.13%"
"04/15/2015","4,424.53","4,409.74","4,435.28","4,406.04","152.83M","0.61%"
"04/14/2015","4,397.65","4,409.29","4,418.87","4,375.10","131.75M","-0.26%"
"04/13/2015","4,409.21","4,428.13","4,448.20","4,407.07","147.29M","-0.29%"
"04/10/2015","4,422.02","4,402.02","4,422.63","4,394.38","134.01M","0.41%"
"04/09/2015","4,403.95","4,375.78","4,405.65","4,361.23","149.90M","0.64%"
"04/08/2015","4,375.96","4,345.23","4,382.82","4,345.09","149.86M","0.73%"
"04/07/2015","4,344.08","4,349.31","4,379.41","4,343.74","137.14M","-0.16%"
"04/06/2015","4,350.98","4,286.16","4,361.56","4,283.91","172.12M","0.81%"
"04/02/2015","4,316.01","4,316.24","4,327.79","4,302.49","149.55M","0.11%"
"04/01/2015","4,311.26","4,328.17","4,334.56","4,284.06","178.11M","-0.52%"
"03/31/2015","4,333.69","4,364.15","4,377.36","4,333.69","186.42M","-1.12%"
"03/30/2015","4,382.82","4,359.78","4,384.18","4,359.78","171.23M","1.15%"
"03/27/2015","4,332.86","4,314.60","4,342.93","4,309.52","172.81M","0.41%"
"03/26/2015","4,315.26","4,288.16","4,340.16","4,280.95","211.46M","-0.32%"
"03/25/2015","4,329.29","4,437.38","4,442.54","4,329.29","211.93M","-2.29%"
"03/24/2015","4,430.98","4,444.39","4,467.79","4,430.97","140.20M","-0.33%"
"03/23/2015","4,445.54","4,454.15","4,466.34","4,445.52","142.74M","-0.29%"
"03/20/2015","4,458.54","4,468.29","4,478.69","4,456.41","445.34M","0.72%"
"03/19/2015","4,426.82","4,424.79","4,440.01","4,419.84","151.12M","0.10%"
"03/18/2015","4,422.50","4,366.80","4,440.49","4,344.49","193.47M","1.07%"
"03/17/2015","4,375.62","4,355.83","4,384.98","4,349.69","144.34M","0.12%"
"03/16/2015","4,370.47","4,338.29","4,371.46","4,327.27","144.84M","1.29%"
"03/13/2015","4,314.90","4,328.09","4,347.87","4,289.30","162.06M","-0.49%"
"03/12/2015","4,336.23","4,302.73","4,339.20","4,300.87","163.28M","0.72%"
"03/11/2015","4,305.38","4,336.05","4,342.87","4,304.28","154.10M","-0.55%"
"03/10/2015","4,329.08","4,376.03","4,381.62","4,329.08","179.46M","-1.90%"
"03/09/2015","4,412.99","4,406.87","4,424.22","4,391.62","135.91M","0.31%"
"03/06/2015","4,399.23","4,442.19","4,453.93","4,389.82","162.66M","-1.19%"
"03/05/2015","4,452.06","4,454.89","4,464.48","4,433.94","137.75M","0.15%"
"03/04/2015","4,445.36","4,442.41","4,452.37","4,421.00","143.57M","-0.30%"
"03/03/2015","4,458.78","4,466.53","4,473.64","4,433.51","149.41M","-0.54%"
"03/02/2015","4,483.05","4,452.80","4,483.97","4,450.86","159.10M","0.95%"
"02/27/2015","4,440.67","4,459.86","4,464.31","4,435.65","157.30M","-0.48%"
"02/26/2015","4,462.27","4,443.55","4,463.81","4,430.79","143.71M","0.49%"
"02/25/2015","4,440.59","4,441.08","4,461.11","4,429.90","141.19M","-0.23%"
"02/24/2015","4,451.03","4,442.13","4,455.52","4,428.82","144.74M","0.03%"
"02/23/2015","4,449.49","4,441.26","4,449.49","4,430.86","150.41M","0.14%"
"02/20/2015","4,443.05","4,406.75","4,444.62","4,397.62","170.39M","0.71%"
"02/19/2015","4,411.86","4,388.92","4,415.79","4,388.44","131.40M","0.48%"
"02/18/2015","4,390.91","4,378.73","4,393.19","4,374.23","124.39M","0.13%"
"02/17/2015","4,385.34","4,379.31","4,387.32","4,370.63","162.95M","0.03%"
"02/13/2015","4,384.03","4,359.78","4,384.03","4,351.02","153.50M","0.83%"
"02/12/2015","4,347.97","4,321.41","4,347.97","4,317.98","190.10M","1.18%"
"02/11/2015","4,297.28","4,284.76","4,305.35","4,277.65","163.97M","0.38%"
"02/10/2015","4,281.15","4,240.04","4,286.43","4,232.99","161.42M","1.54%"
"02/09/2015","4,216.09","4,209.81","4,235.24","4,206.76","147.60M","-0.30%"
"02/06/2015","4,228.68","4,259.98","4,271.28","4,214.89","167.84M","-0.65%"
"02/05/2015","4,256.18","4,229.62","4,258.00","4,220.17","163.60M","0.83%"
"02/04/2015","4,221.20","4,202.43","4,248.84","4,198.74","214.38M","-0.19%"
"02/03/2015","4,229.15","4,201.94","4,229.15","4,174.23","203.04M","0.97%"
"02/02/2015","4,188.59","4,162.19","4,189.09","4,094.73","208.98M","0.97%"
"01/30/2015","4,148.43","4,178.62","4,210.85","4,144.03","274.93M","-0.79%"
"01/29/2015","4,181.35","4,134.52","4,189.54","4,103.72","216.73M","0.99%"
"01/28/2015","4,140.38","4,233.74","4,235.15","4,140.38","241.77M","-0.60%"
"01/27/2015","4,165.50","4,200.88","4,209.40","4,151.15","212.92M","-2.58%"
"01/26/2015","4,275.72","4,271.10","4,282.48","4,254.47","160.35M","-0.06%"
"01/23/2015","4,278.14","4,268.53","4,292.88","4,258.48","150.75M","0.18%"
"01/22/2015","4,270.36","4,215.00","4,274.15","4,173.54","198.40M","1.87%"
"01/21/2015","4,192.09","4,158.13","4,211.28","4,145.82","172.84M","0.50%"
"01/20/2015","4,171.21","4,164.43","4,181.34","4,117.15","179.53M","0.70%"
"01/16/2015","4,142.14","4,087.88","4,143.53","4,078.85","219.41M","1.28%"
"01/15/2015","4,089.65","4,162.10","4,169.44","4,085.70","193.25M","-1.36%"
"01/14/2015","4,145.84","4,122.08","4,165.00","4,108.31","203.67M","-0.49%"
"01/13/2015","4,166.20","4,212.99","4,252.70","4,134.94","211.74M","-0.09%"
"01/12/2015","4,169.97","4,221.52","4,223.88","4,158.11","175.80M","-1.03%"
"01/09/2015","4,213.28","4,250.98","4,253.97","4,188.61","159.52M","-0.64%"
"01/08/2015","4,240.55","4,195.49","4,247.93","4,192.63","201.71M","1.94%"
"01/07/2015","4,160.00","4,139.85","4,169.97","4,126.39","178.56M","1.20%"
"01/06/2015","4,110.83","4,174.78","4,176.26","4,090.33","195.67M","-1.20%"
"01/05/2015","4,160.96","4,206.55","4,210.96","4,151.85","191.88M","-1.64%"
"01/02/2015","4,230.24","4,258.60","4,276.72","4,206.45","133.32M","-0.14%"
